,sna,tot,sbi,sarea,mday,ar,bemp,act
954,YouBike2.0_長壽公園,15,4,松山區,2023-06-03 09:19:14,健康路174號(旁),11,1
955,YouBike2.0_復源公園,14,6,松山區,2023-06-03 09:21:22,八德路三段106巷62號(對面),8,1
957,YouBike2.0_臺北田徑場(北寧路側),24,3,松山區,2023-06-03 09:30:40,八德路三段25號前,21,1
961,YouBike2.0_介壽國中,12,2,松山區,2023-06-03 09:26:14,民生東路五段36巷/光復北路165巷,10,1
962,YouBike2.0_敦化南京路口(東北側),14,0,松山區,2023-06-03 09:23:04,敦化北路/南京東路四段,14,1
963,YouBike2.0_敦化八德路口,20,0,松山區,2023-06-03 09:30:40,敦化南路一段/八德路二段(西南側),20,1
964,YouBike2.0_新東街51巷口,23,2,松山區,2023-06-03 09:30:40,三民路 / 新東街51巷口(東側),21,1
966,YouBike2.0_長春慶城街口,16,2,松山區,2023-06-03 09:04:14,長春路431號前,14,1
968,YouBike2.0_捷運松山站(1號出口),15,3,松山區,2023-06-03 09:28:14,八德路四段711號前,12,1
969,YouBike2.0_捷運小巨蛋站(3號出口),15,0,松山區,2023-06-03 09:25:04,南京東路四段12號前,15,1
970,YouBike2.0_捷運小巨蛋站(5號出口)_1,20,0,松山區,2023-06-03 09:23:04,南京東路四段/健康路(西北側),20,1
971,YouBike2.0_敦化北路155巷口,30,6,松山區,2023-06-03 09:18:14,敦化北路151號前分隔島,24,1
972,YouBike2.0_民生復興路口,17,1,松山區,2023-06-03 09:26:14,民生東路三段/復興北路(東南側),16,1
973,YouBike2.0_市民延吉街口,30,2,松山區,2023-06-03 09:07:13,市民大道/延吉街(市民大道橋下空地),28,1
976,YouBike2.0_塔悠基隆路口(麥帥一橋下),20,3,松山區,2023-06-03 09:30:40,南京東路五段386號前,17,1
977,YouBike2.0_五常街370巷,11,1,松山區,2023-06-03 08:43:04,五常街370巷8號,10,1
983,YouBike2.0_合樂公園,15,6,南港區,2023-06-03 09:29:14,玉成街46號東側,9,1
987,YouBike2.0_研究院舊莊街口,30,1,南港區,2023-06-03 09:30:29,舊莊街一段1號西側,29,1
988,YouBike2.0_中研院綜合體育館東側,30,3,南港區,2023-06-03 08:40:21,研究院路二段128號(體育館),27,1
989,YouBike2.0_國家生技園區,30,5,南港區,2023-06-03 08:57:14,研究院路一段130巷99號(國家生技園區),25,1
992,YouBike2.0_福山公園,20,6,南港區,2023-06-03 09:24:14,福山街44巷27號東南側,14,1
995,YouBike2.0_市民大道八段532號,15,2,南港區,2023-06-03 08:26:14,市民大道八段532號北側,13,1
997,YouBike2.0_南港國小,30,3,南港區,2023-06-03 05:14:13,惠民街67號東南側,27,1
999,YouBike2.0_臺北市立圖書館南港分館,40,3,南港區,2023-06-03 09:06:14,南港路一段350號,37,1
1001,YouBike2.0_向陽南港路口,21,1,南港區,2023-06-03 09:08:04,向陽路49號北側,20,1
1002,YouBike2.0_南港車站(忠孝東路七段415巷),11,4,南港區,2023-06-03 09:22:14,忠孝東路七段510號西北側,7,1
1006,YouBike2.0_中華科技大學,20,6,南港區,2023-06-03 08:52:14,研究院路三段246號東側,14,1
1013,YouBike2.0_忠孝東路七段527巷口,15,0,南港區,2023-06-03 09:23:04,忠孝東路七段552號,15,1
1014,YouBike2.0_南港軟體園區(新民街),19,4,南港區,2023-06-03 09:21:22,新民街15號北側,15,1
1016,YouBike2.0_凌雲五村(研究院路三段8巷),26,6,南港區,2023-06-03 09:27:13,研究院路三段10巷1號東側,20,1
1017,YouBike2.0_新新公園(昆陽街60巷),20,3,南港區,2023-06-03 09:17:26,南港路三段47巷8號南側,17,1
1018,YouBike2.0_南港高中(昆陽街),14,5,南港區,2023-06-03 09:06:14,昆陽街58號東側,9,1
1021,YouBike2.0_南港東新街口,28,4,南港區,2023-06-03 07:38:14,東新街4號東側,24,1
1022,YouBike2.0_八德中坡路口,26,5,南港區,2023-06-03 09:23:14,八德路四段873號,21,1
1023,YouBike2.0_捷運後山埤站(3號出口),12,0,南港區,2023-05-15 07:23:15,玉成街150號,12,0
1026,YouBike2.0_南湖大橋(經貿二路255巷),20,4,南港區,2023-06-03 09:14:14,經貿二路255巷1號,16,1
1027,YouBike2.0_園區重陽路口,13,5,南港區,2023-06-03 09:26:14,重陽路458號西側,8,1
1029,YouBike2.0_胡適公園,20,0,南港區,2023-06-03 07:58:04,研究院路二段/研究院路二段132巷北側,20,1
1030,YouBike2.0_南港抽水站,13,1,南港區,2023-06-03 08:40:21,重陽路505號,12,1
1031,YouBike2.0_經貿公園,20,5,南港區,2023-06-03 09:06:14,經園街58號北側,15,1
1032,YouBike2.0_育成高中,20,0,南港區,2023-06-03 09:16:04,惠民街71號西側,20,1
1034,YouBike2.0_力行橋(南港),18,4,南港區,2023-06-03 09:19:14,研究院路一段101巷16弄2號南側,14,1
1035,YouBike2.0_舊莊國小(舊莊街一段),15,4,南港區,2023-06-03 09:10:20,舊莊街一段/舊莊街一段145巷口,11,1
1038,YouBike2.0_捷運南港展覽館站(6號出口),25,1,南港區,2023-06-03 07:29:14,南港路一段28號旁,24,1
1039,YouBike2.0_捷運南港展覽館站(4號出口),22,2,南港區,2023-06-03 09:04:14,南港路一段32號(4號出口),20,1
1043,YouBike2.0_昆陽公園,14,6,南港區,2023-06-03 08:44:14,昆陽街173號對側,8,1
1048,YouBike2.0_玉東公園(東新街),14,3,南港區,2023-06-03 09:16:04,東新街/市民大道七段(北側),11,1
1051,YouBike2.0_南港疏散門(基三號疏散門),15,6,南港區,2023-06-03 08:45:15,松河街398號對側,9,1
1052,YouBike2.0_成德立體停車場,14,4,南港區,2023-06-03 08:30:41,成福路/東新街80巷10弄,10,1
1054,YouBike2.0_舊莊派出所,15,3,南港區,2023-06-03 09:18:14,舊莊街一段/舊莊街一段215巷,12,1
1055,YouBike2.0_南港路三段80巷,15,6,南港區,2023-06-03 09:28:14,南港路三段/南港路三段80巷,9,1
1056,YouBike2.0_捷運昆陽站(4號出口),28,6,南港區,2023-06-03 09:05:14,忠孝東路六段465號,22,1
1059,YouBike2.0_南港路三段130巷口,12,6,南港區,2023-06-03 09:21:22,松河街380號對側,6,1
1063,YouBike2.0_東新街63巷口,15,4,南港區,2023-06-03 09:31:15,東新街/東新街63巷,11,1
1064,YouBike2.0_內湖機廠(港東街),15,6,南港區,2023-06-03 06:32:13,經貿一路77號(港東街),9,1
1065,YouBike2.0_黎忠區民活動中心,16,2,信義區,2023-06-03 09:28:14,和平東路三段391巷16號,11,1
1066,YouBike2.0_基隆路二段159巷口,14,0,信義區,2023-06-03 08:45:04,基隆路二段155號,14,1
1067,YouBike2.0_嘉興街175巷口,16,5,信義區,2023-06-03 09:31:15,基隆路二段131-4號(前),11,1
1068,YouBike2.0_和平東路三段631巷口,15,3,信義區,2023-06-03 09:04:14,和平東路三段633號前,12,1
1069,YouBike2.0_和平東路三段530巷口,15,2,信義區,2023-06-03 09:05:14,和平東路三段530巷口東北側,13,1
1078,YouBike2.0_捷運象山站(1號出口),24,2,信義區,2023-06-03 09:27:13,信義路5段152號(1號出口),22,1
1080,YouBike2.0_中全公園,17,6,信義區,2023-06-03 09:29:14,虎林街164巷54號北側,11,1
1084,YouBike2.0_景新公園,17,6,信義區,2023-06-03 09:31:15,莊敬路239巷12號(對面),10,1
1085,YouBike2.0_光復信義路口東南側,16,6,信義區,2023-06-03 09:31:15,光復南路485號前方,10,1
1086,YouBike2.0_三張犁,40,2,信義區,2023-06-03 09:28:14,光復南路455號前方,38,1
1087,YouBike2.0_仁愛路四段496巷口,34,2,信義區,2023-06-03 09:28:14,仁愛路四段與仁愛路四段496巷口西南側,31,1
1093,YouBike2.0_臺北市政府,63,3,信義區,2023-06-03 09:21:22,台北市政府東門(松智路),60,1
1095,YouBike2.0_市府松壽路口,28,4,信義區,2023-06-03 08:55:22,市府路/松壽路(東北側),24,1
1104,YouBike2.0_松高路(信義新天地A4館),17,5,信義區,2023-06-03 09:25:14,松高路19號,12,1
1109,YouBike2.0_興雅國小(基隆路一段37巷),15,6,信義區,2023-06-03 09:19:14,基隆路一段83巷9號西側,8,1
1114,YouBike2.0_三興國小,22,0,信義區,2023-06-03 09:28:04,基隆路二段99-1號(前),21,1
1116,YouBike2.0_松山高中,38,4,信義區,2023-06-03 09:26:14,忠孝東路四段599巷36號對側,34,1
1117,YouBike2.0_基隆光復路口,17,3,信義區,2023-06-03 09:25:14,基隆路二段/光復南路(東北側),14,1
1121,YouBike2.0_虎林永吉路口,15,4,信義區,2023-06-03 09:31:15,永吉路356號東側,10,1
1122,YouBike2.0_永吉公園,18,2,信義區,2023-06-03 09:21:22,永吉路326巷66號西側,12,1
1123,YouBike2.0_永吉路321巷口,15,4,信義區,2023-06-03 09:30:40,永吉路323號西側,9,1
1125,YouBike2.0_松山路292巷口,17,2,信義區,2023-06-03 09:30:40,松山路279號,14,1
1128,YouBike2.0_世貿三館,30,1,信義區,2023-06-03 09:00:58,市府路/松壽路口東南側,29,1
1132,YouBike2.0_捷運永春站(2號出口),28,4,信義區,2023-06-03 09:30:40,虎林街132巷44號西側,24,1
1135,YouBike2.0_仁愛逸仙路口,28,2,信義區,2023-06-03 08:59:14,仁愛路四段/逸仙路口(西北側),25,1
1136,YouBike2.0_安強公園,20,4,信義區,2023-06-03 09:30:40,虎林街222巷55號,16,1
1137,YouBike2.0_信義基隆路口,20,5,信義區,2023-06-03 09:21:22,信義路四段393號前,15,1
1144,YouBike2.0_景聯廣場,13,1,信義區,2023-06-03 09:23:04,松勤街8號對側,12,1
1147,YouBike2.0_五分埔公園,18,1,信義區,2023-06-03 09:27:13,中坡北路57號旁,17,1
1148,YouBike2.0_松仁路305號,14,4,信義區,2023-06-03 09:26:14,松仁路/吳興街583巷3弄,10,1
1149,YouBike2.0_吳興街394巷口,12,3,信義區,2023-06-03 09:28:14,吳興街394巷/吳興街,7,1
1151,YouBike2.0_松勤莊敬路口,15,1,信義區,2023-06-03 09:16:14,松勤街/莊敬路,14,1
1152,YouBike2.0_松仁松平路口,10,2,信義區,2023-06-03 09:21:22,松仁路/松平路,8,1
1155,YouBike2.0_吳興街284巷(廣安宮),15,2,信義區,2023-06-03 09:31:15,吳興街284巷23號對側,13,1
1158,YouBike2.0_和平東路三段291號,15,5,信義區,2023-06-03 09:30:40,和平東路三段291號前,10,1
1161,YouBike2.0_萬大路486巷口,10,0,萬華區,2023-06-03 09:23:04,萬大路482號(旁),10,1
1165,YouBike2.0_青年公園高爾夫球場,16,5,萬華區,2023-06-03 09:22:14,國興路42號對側,11,1
1167,YouBike2.0_青年公園棒球場,28,6,萬華區,2023-06-03 09:26:14,青年路66號對側,22,1
1168,YouBike2.0_青年公園籃球場,16,4,萬華區,2023-06-03 09:27:13,青年公園籃球場南側,8,1
1173,YouBike2.0_艋舺大道146巷口,14,0,萬華區,2023-06-03 08:09:04,艋舺大道142號前,14,1
1175,YouBike2.0_華中疏散門,12,3,萬華區,2023-06-03 09:26:14,環河南路三段371號前,9,1
1177,YouBike2.0_忠德公園,19,6,萬華區,2023-06-03 09:28:14,東園街66巷20弄27號前,13,1
1186,YouBike2.0_糖廍文化園區,14,6,萬華區,2023-06-03 09:30:40,大理街177號對側,7,1
1188,YouBike2.0_萬華青年公宅,23,1,萬華區,2023-06-03 09:18:14,青年路188號前,19,1
1189,YouBike2.0_開封西寧路口,41,1,萬華區,2023-06-03 09:30:40,西寧南路12號(對面),40,1
1191,YouBike2.0_長沙公園,24,1,萬華區,2023-06-03 09:07:14,環河南路一段280-1號(對面),23,1
1192,YouBike2.0_貓公園(中興橋頭),15,2,萬華區,2023-06-03 08:58:14,成都路108號(對面),13,1
1194,YouBike2.0_中華桂林路口,28,3,萬華區,2023-06-03 09:26:14,中華路一段與桂林路口西北側,25,1
1200,YouBike2.0_萬華火車站(D2廣場),17,2,萬華區,2023-06-03 09:31:15,康定路/康定路287巷(東南側),15,1
1202,YouBike2.0_臺北市電影主題公園(峨嵋街),15,4,萬華區,2023-06-03 09:18:14,峨嵋街100號(對面),11,1
1203,YouBike2.0_臺北市電影主題公園(康定路),15,6,萬華區,2023-06-03 09:26:14,康定路18-2號(對面),9,1
1204,YouBike2.0_中華峨嵋街口,24,3,萬華區,2023-06-03 09:22:14,中華路一段130號(前),21,1
1205,YouBike2.0_萬華266號綠地,15,2,萬華區,2023-06-03 09:30:40,康定路81號(對面),13,1
1208,YouBike2.0_環河南和平西路口,20,0,萬華區,2023-06-03 08:25:04,環河南路一段/和平西路三段口(西南側),20,1
1209,YouBike2.0_長順街60巷口,15,3,萬華區,2023-06-03 09:28:14,長順街60巷38號對側,12,1
1214,YouBike2.0_長順艋舺大道口,26,6,萬華區,2023-06-03 09:30:40,長順街與雙園街106巷口,20,1
1217,YouBike2.0_龍山國中,15,3,萬華區,2023-06-03 09:21:22,南寧路與廣州街口南側,12,1
1220,YouBike2.0_萬華國中_1,26,5,萬華區,2023-06-03 08:47:14,西藏路 / 莒光路299巷口(東南側),21,1
1225,YouBike2.0_萬大路493巷,10,6,萬華區,2023-06-03 08:35:17,萬大路493巷44號旁,4,1
1229,YouBike2.0_臺大卓越研究大樓,32,3,臺大專區,2023-06-03 09:26:14,臺大水源舍區C南側,29,1
1230,YouBike2.0_臺大水源修齊會館,18,3,臺大專區,2023-06-03 09:31:15,思源街16號之1旁,14,1
1231,YouBike2.0_臺大檔案展示館,10,2,臺大專區,2023-06-03 09:00:58,臺大檔案展示館東北側,8,1
1233,YouBike2.0_臺大男八舍東側,42,4,臺大專區,2023-06-03 09:29:14,臺大男八舍東側,38,1
1236,YouBike2.0_臺大管理學院二館北側,40,2,臺大專區,2023-06-03 09:30:40,管理學院二號館北側,38,1
1238,YouBike2.0_臺大大一女舍北側,53,0,臺大專區,2023-06-03 08:50:10,臺大女一舍北側,53,1
1239,YouBike2.0_臺大女九舍西南側,62,4,臺大專區,2023-06-03 09:19:14,臺大女九舍西南側,58,1
1241,YouBike2.0_臺大立體機車停車場,27,4,臺大專區,2023-06-03 09:30:40,基隆路三段/基隆路三段156巷口北側,23,1
1242,YouBike2.0_臺大工綜館南側,26,5,臺大專區,2023-06-03 09:31:15,臺大工學院東南側,21,1
1243,YouBike2.0_臺大天文數學館南側,19,3,臺大專區,2023-06-03 09:30:40,臺大天文數學館西南側,16,1
1245,YouBike2.0_臺大樂學館東側,28,6,臺大專區,2023-06-03 09:09:14,臺大文學院西側,22,1
1246,YouBike2.0_臺大農化新館西側,10,0,臺大專區,2023-06-03 08:35:04,臺大生化科技學系西側,10,1
1247,YouBike2.0_臺大五號館西側,20,2,臺大專區,2023-06-03 09:25:14,臺大生物系館西側,18,1
1249,YouBike2.0_臺大共同教室北側,20,4,臺大專區,2023-06-03 09:31:15,臺大共同教學館東北側,16,1
1250,YouBike2.0_臺大共同教室東南側,12,0,臺大專區,2023-06-02 21:02:04,臺大共同教學館東南側,12,1
1251,YouBike2.0_臺大鹿鳴堂東側,27,1,臺大專區,2023-06-03 09:31:15,臺大鹿鳴廣場人行道側,26,1
1252,YouBike2.0_臺大公館停車場西北側,12,0,臺大專區,2023-06-02 21:46:03,臺大公館停車場西北側,12,1
1253,YouBike2.0_臺大第二行政大樓南側,27,0,臺大專區,2023-06-03 08:29:04,臺大行政大樓西側,27,1
1254,YouBike2.0_臺大明達館機車停車場,28,0,臺大專區,2023-06-03 00:12:04,臺大明達館西側,28,1
1255,YouBike2.0_臺大二號館,10,2,臺大專區,2023-06-03 08:56:15,臺大物理文物廳北側,8,1
1259,YouBike2.0_臺大思亮館東南側,10,0,臺大專區,2023-06-02 22:07:04,臺大思亮館東南側,10,1
1260,YouBike2.0_臺大椰林小舖,48,0,臺大專區,2023-06-03 09:29:04,臺大椰林小舖旁,48,1
1261,YouBike2.0_臺大計資中心南側,34,5,臺大專區,2023-06-03 09:24:14,臺大計算機網路資訊中心南側,29,1
1262,YouBike2.0_臺大原分所北側,12,1,臺大專區,2023-06-03 08:47:04,臺大原子與分子科學研究所東北側,11,1
1263,YouBike2.0_臺大生命科學館西北側,30,6,臺大專區,2023-06-03 09:14:14,臺大動物博物館西側,24,1
1264,YouBike2.0_臺大第一活動中心西南側,40,5,臺大專區,2023-06-03 09:28:14,第一學生活動中心東南側,27,1
1265,YouBike2.0_臺大博理館西側,22,6,臺大專區,2023-06-03 09:26:14,臺大博理館西側,15,1
1266,YouBike2.0_臺大博雅館西側,56,2,臺大專區,2023-06-03 08:31:15,臺大博雅館西側,54,1
1269,YouBike2.0_臺大小小福西南側,10,0,臺大專區,2023-06-03 06:02:04,臺大進修教育大樓,10,1
1270,YouBike2.0_臺大教研館北側,11,6,臺大專區,2023-06-03 09:09:14,臺大雅頌廣場東南側,5,1
1271,YouBike2.0_臺大四號館東北側,10,0,臺大專區,2023-06-02 18:55:12,臺大園藝暨景觀學系北側,10,1
1272,YouBike2.0_臺大新生教室南側,18,6,臺大專區,2023-06-03 09:14:14,臺大新生教學館南側,12,1
1274,YouBike2.0_臺大電機二館東南側,14,1,臺大專區,2023-06-03 08:34:04,臺大電機二館南側,13,1
1275,YouBike2.0_臺大圖資系館北側,25,1,臺大專區,2023-06-03 09:15:04,臺大圖書資訊館北側,24,1
1277,YouBike2.0_臺大黑森林西側,20,6,臺大專區,2023-06-03 09:28:14,臺大霖澤館南側,14,1
1278,YouBike2.0_臺大獸醫館南側,24,1,臺大專區,2023-06-03 09:29:04,臺大獸醫系館南側,23,1
1280,YouBike2.0_臺大明達館北側(員工宿舍),18,1,臺大公館校區,2023-06-03 09:11:14,明達館北側前空地,17,1
